,brand,km_driven,fuel,owner,selling_price
2287,Maruti,30000,Petrol,First Owner,320000
2288,Hyundai,35000,Petrol,First Owner,250000
2289,Maruti,22000,Petrol,First Owner,300000
2290,Maruti,70000,Petrol,First Owner,250000
2291,Maruti,100000,Petrol,Second Owner,120000
2292,Mahindra,70000,Diesel,First Owner,750000
2293,Mahindra,200000,Diesel,Second Owner,151000
2294,Tata,120000,Diesel,First Owner,300000
2295,Maruti,3000,Petrol,First Owner,577000
2296,Maruti,50000,Petrol,First Owner,229999
2297,Mahindra,50000,Diesel,First Owner,500000
2298,Honda,1500,Petrol,First Owner,840000
2299,Volkswagen,74000,Diesel,First Owner,900000
2300,Honda,25000,Petrol,First Owner,650000
2301,Honda,61915,Diesel,First Owner,650000
2302,Hyundai,110000,Petrol,First Owner,250000
2303,Volkswagen,70000,Diesel,First Owner,550000
2304,Maruti,150000,Diesel,Fourth & Above Owner,250000
2305,Mahindra,110000,Diesel,Second Owner,350000
2306,Chevrolet,90000,Diesel,Second Owner,185000
2307,Ford,120000,Petrol,Third Owner,229999
2308,Toyota,65000,Diesel,First Owner,1000000
2309,Maruti,10000,Petrol,First Owner,490000
2310,Hyundai,80000,Petrol,Second Owner,150000
2311,Maruti,184000,Diesel,First Owner,600000
2312,Maruti,80000,CNG,Second Owner,270000
2313,Maruti,70000,Petrol,Second Owner,60000
2314,Maruti,89000,Petrol,Second Owner,150000
2315,Honda,33033,Petrol,First Owner,335000
2316,Maruti,69000,Diesel,Second Owner,525000
2317,Hyundai,63063,Petrol,First Owner,465000
2318,Tata,90000,Diesel,Second Owner,83000
2319,Hyundai,8000,Petrol,First Owner,300000
2320,Hyundai,35000,Petrol,First Owner,350000
2321,Hyundai,45000,Petrol,First Owner,300000
2322,Fiat,30000,Diesel,First Owner,250000
2323,Maruti,59000,Petrol,Second Owner,114999
2324,Maruti,6200,Petrol,First Owner,700000
2325,Maruti,120000,Petrol,Second Owner,250000
2326,Maruti,70000,Petrol,First Owner,350000
2327,Maruti,70000,Petrol,First Owner,80000
2328,Mahindra,110000,Diesel,First Owner,850000
2329,Hyundai,158000,Petrol,First Owner,70000
2330,Chevrolet,93000,Petrol,Third Owner,90000
2331,Chevrolet,110000,Diesel,First Owner,600000
2332,Maruti,57000,Petrol,First Owner,135000
2333,Hyundai,120000,Petrol,First Owner,150000
2334,Tata,35000,Diesel,First Owner,259000
2335,Tata,90000,Diesel,First Owner,220000
2336,Tata,35000,Diesel,Second Owner,246000
2337,Maruti,120000,Petrol,First Owner,240000
2338,Hyundai,60000,Diesel,First Owner,946000
2339,Tata,70000,Diesel,First Owner,215000
2340,Maruti,60000,Petrol,Fourth & Above Owner,50000
2341,Honda,100000,Diesel,First Owner,310000
2342,Hyundai,35000,Petrol,First Owner,220000
2343,Maruti,90000,Diesel,Third Owner,195000
2344,Hyundai,50000,Petrol,First Owner,650000
2345,Hyundai,98000,Petrol,First Owner,350000
2346,Hyundai,30000,Petrol,First Owner,360000
2347,Hyundai,50000,Petrol,Second Owner,550000
2348,Hyundai,26000,Petrol,First Owner,490000
2349,Maruti,46000,Petrol,Second Owner,195000
2350,Maruti,80000,Petrol,Fourth & Above Owner,125000
2351,Tata,10000,Petrol,First Owner,459999
2352,Maruti,16700,Petrol,First Owner,275000
2353,Maruti,70000,Diesel,First Owner,680000
2354,Maruti,7967,Petrol,First Owner,600000
2355,Maruti,20000,Petrol,First Owner,720000
2356,Maruti,50000,Diesel,First Owner,295000
2357,Renault,9656,Petrol,First Owner,356000
2358,Hyundai,50000,Petrol,First Owner,225000
2359,Ford,17000,Diesel,First Owner,725000
2360,Chevrolet,50000,Petrol,First Owner,130000
2361,Renault,10000,Petrol,First Owner,300000
2362,Hyundai,43000,Petrol,Second Owner,400000
2363,Hyundai,50000,Diesel,First Owner,550000
2364,Maruti,90000,Petrol,Second Owner,120000
2365,Mahindra,100000,Diesel,Second Owner,409999
2366,Hyundai,80000,Petrol,Second Owner,110000
2367,Mahindra,120000,Diesel,First Owner,450000
2368,Maruti,5000,Petrol,First Owner,610000
2369,Ford,68609,Diesel,First Owner,515000
2370,Ford,33360,Diesel,First Owner,925000
2371,Nissan,14317,Petrol,First Owner,860000
2372,Ford,87237,Diesel,Second Owner,225000
2373,Ford,62960,Diesel,First Owner,500000
2374,Maruti,26634,Petrol,First Owner,600000
2375,Ford,163720,Diesel,First Owner,195000
2376,Maruti,67998,Petrol,First Owner,265000
2377,Ford,20706,Diesel,First Owner,650000
2378,Ford,100581,Diesel,First Owner,415000
2379,Renault,67303,Diesel,First Owner,600000
2380,Maruti,79139,Petrol,First Owner,340000
2381,Hyundai,84784,Diesel,First Owner,350000
2382,Maruti,130376,Diesel,Second Owner,265000
2383,Tata,72000,Diesel,First Owner,625000
2384,Hyundai,127000,Diesel,Second Owner,245000
2385,Maruti,120000,Diesel,First Owner,395000
2386,Fiat,120000,Diesel,Second Owner,190000
2387,Hyundai,100000,Diesel,First Owner,490000
2388,Toyota,148000,Diesel,Second Owner,450000
2389,Maruti,40000,Diesel,First Owner,955000
2390,Maruti,110000,Diesel,First Owner,525000
2391,Tata,30000,Petrol,First Owner,550000
2392,Tata,120000,Diesel,Second Owner,200000
2393,Ford,15000,Petrol,First Owner,500000
2394,Maruti,33500,Diesel,First Owner,825000
2395,Mahindra,70000,Diesel,First Owner,250000
2396,Toyota,10000,Petrol,First Owner,600000
2397,Mahindra,22053,Diesel,First Owner,1325000
2398,Mahindra,50000,Diesel,First Owner,770000
2399,Chevrolet,78432,Diesel,First Owner,415000
2400,Hyundai,125000,Diesel,Second Owner,825000
2401,Ford,80000,Diesel,First Owner,530000
2402,Toyota,270000,Diesel,Third Owner,425000
2403,Honda,50000,Petrol,Second Owner,310000
2404,Tata,20000,Petrol,First Owner,390000
2405,Hyundai,30000,Petrol,First Owner,700000
2406,Hyundai,70000,Petrol,Second Owner,200000
2407,Toyota,7200,Diesel,First Owner,1050000
2408,Honda,97000,Diesel,First Owner,580000
2409,Hyundai,60000,Petrol,Second Owner,200000
2410,Chevrolet,25000,Petrol,First Owner,245000
2411,Hyundai,94000,Petrol,Second Owner,210000
2412,Maruti,90000,Petrol,Second Owner,50000
2413,Chevrolet,50000,Diesel,Second Owner,700000
2414,Tata,35000,Diesel,First Owner,660000
2415,Honda,117500,Petrol,Second Owner,630000
2416,Mahindra,78500,Diesel,First Owner,950000
2417,Hyundai,8000,Petrol,First Owner,740000
2418,Ford,25000,Petrol,First Owner,570000
2419,Hyundai,60000,Diesel,Third Owner,450000
2420,Datsun,10000,Petrol,First Owner,390000
2421,Ford,70000,Petrol,Second Owner,180000
2422,Tata,60000,Petrol,First Owner,130000
2423,Honda,70000,Petrol,Second Owner,270000
2424,Maruti,25000,Petrol,Third Owner,60000
2425,Hyundai,90000,Petrol,Third Owner,170000
2426,Hyundai,90000,Diesel,First Owner,978999
2427,Tata,25000,Petrol,First Owner,490000
2428,Ford,60000,Diesel,Second Owner,280000
2429,Tata,25000,Petrol,First Owner,390000
2430,Maruti,60000,Petrol,Fourth & Above Owner,170000
2431,Chevrolet,70000,Petrol,First Owner,45000
2432,Maruti,80000,Diesel,Second Owner,640000
2433,Mahindra,110000,Diesel,Second Owner,650000
2434,Mahindra,115717,Diesel,First Owner,500000
2435,Ford,110000,Diesel,Second Owner,90000
2436,Tata,70000,Diesel,Second Owner,480000
2437,Maruti,4000,Petrol,First Owner,630000
2438,Hyundai,50000,Petrol,First Owner,250000
2439,Hyundai,70000,Petrol,Fourth & Above Owner,330000
2440,Hyundai,70000,Petrol,Second Owner,180000
2441,Hyundai,50000,Petrol,Second Owner,210000
2442,Maruti,55000,Diesel,First Owner,550000
2443,Tata,5000,Petrol,First Owner,950000
2444,Mahindra,100000,Diesel,Second Owner,430000
2445,Hyundai,23000,Petrol,Second Owner,348000
2446,Maruti,60000,Petrol,Second Owner,196000
2447,Maruti,70000,Petrol,Second Owner,150000
2448,Hyundai,82000,Petrol,Fourth & Above Owner,90000
2449,Maruti,60000,Petrol,Second Owner,150000
2450,Tata,100000,Diesel,First Owner,1250000
2451,Maruti,90000,Diesel,Third Owner,600000
2452,Tata,26432,Petrol,First Owner,65000
2453,Maruti,46702,Petrol,First Owner,220000
2454,Maruti,46706,Petrol,First Owner,220000
2455,Tata,53523,Petrol,First Owner,110000
2456,Chevrolet,56365,Diesel,First Owner,175000
2457,Chevrolet,49563,Petrol,First Owner,160000
2458,Maruti,56432,Petrol,First Owner,65000
2459,Maruti,52365,Petrol,Second Owner,60000
2460,Maruti,53512,Petrol,Second Owner,120000
2461,Hyundai,53563,Petrol,Second Owner,110000
2462,Mahindra,40000,Diesel,First Owner,1000000
2463,Maruti,46533,Petrol,First Owner,220000
2464,Maruti,59635,Petrol,Second Owner,105000
2465,Maruti,58632,Petrol,Second Owner,114999
2466,Maruti,58632,LPG,Second Owner,110000
2467,Mahindra,80000,Diesel,Second Owner,850000
2468,Maruti,70000,Diesel,First Owner,750000
2469,Renault,90000,Petrol,First Owner,265000
2470,Ford,110000,Petrol,Second Owner,450000
2471,Mahindra,90000,Diesel,First Owner,225000
2472,Mahindra,70000,Diesel,First Owner,1125000
2473,Maruti,80000,Petrol,First Owner,270000
2474,Maruti,78000,Petrol,First Owner,130000
2475,Mahindra,45000,Diesel,First Owner,660000
2476,Maruti,50000,Petrol,Second Owner,240000
2477,Maruti,58000,Petrol,First Owner,275000
2478,Toyota,120000,Diesel,First Owner,750000
2479,Chevrolet,30000,Petrol,Second Owner,65000
2480,Tata,162000,Diesel,First Owner,850000
2481,Maruti,50000,CNG,Second Owner,300000
2482,Hyundai,25000,Petrol,Second Owner,555000
2483,Mahindra,60000,Diesel,First Owner,825000
2484,Hyundai,70000,LPG,Third Owner,150000
2485,Maruti,138000,Diesel,Second Owner,185000
2486,Hyundai,70000,Petrol,Second Owner,180000
2487,Maruti,48000,Petrol,Second Owner,160000
2488,Ford,110000,Diesel,First Owner,500000
2489,Maruti,88000,Diesel,Second Owner,375000
2490,Toyota,68000,Diesel,First Owner,900000
2491,Hyundai,70000,Petrol,First Owner,459999
2492,Renault,80000,Diesel,First Owner,480000
2493,Maruti,100000,Diesel,Third Owner,320000
2494,Maruti,96000,Diesel,Second Owner,370000
2495,Hyundai,123219,Petrol,Third Owner,80000
2496,Maruti,30000,Petrol,Third Owner,75000
2497,Maruti,60000,Diesel,Third Owner,400000
2498,Honda,90000,Petrol,Second Owner,250000
2499,Maruti,65000,Diesel,First Owner,425000
2500,Maruti,48000,Petrol,First Owner,325000
2501,Hyundai,65300,Petrol,Second Owner,350000
2502,Hyundai,40000,Petrol,First Owner,600000
2503,Chevrolet,60000,Diesel,Second Owner,120000
2504,Maruti,70000,Petrol,Second Owner,200000
2505,Maruti,70000,Petrol,Third Owner,100000
2506,Hyundai,70000,Diesel,Second Owner,350000
2507,Maruti,150000,Petrol,Second Owner,85000
2508,Maruti,10000,Petrol,First Owner,399000
2509,Hyundai,56000,Diesel,First Owner,580000
2510,Datsun,30000,Petrol,First Owner,290000
2511,Hyundai,50000,Petrol,Second Owner,380000
2512,Ford,120000,Diesel,First Owner,200000
2513,Maruti,40000,CNG,First Owner,390000
2514,Hyundai,27500,Petrol,First Owner,500000
2515,Maruti,73000,Diesel,First Owner,520000
2516,Maruti,75000,Diesel,First Owner,650000
2517,Renault,5000,Petrol,First Owner,380000
2518,Maruti,50000,LPG,First Owner,275000
2519,Maruti,70000,Diesel,First Owner,520000
2520,Maruti,60000,Diesel,First Owner,610000
2521,Maruti,110000,Petrol,First Owner,85000
2522,Renault,95000,Diesel,First Owner,490000
2523,Hyundai,34000,Petrol,Second Owner,229999
2524,Hyundai,25000,Petrol,First Owner,411000
2525,Maruti,120000,CNG,Second Owner,362000
2526,Toyota,31000,Diesel,First Owner,550000
2527,Maruti,70000,CNG,First Owner,459999
2528,Maruti,47000,Petrol,First Owner,190000
2529,Hyundai,5000,Petrol,First Owner,499000
2530,Maruti,44000,Petrol,First Owner,358000
2531,Toyota,120000,Diesel,Second Owner,278000
2532,Fiat,39395,Diesel,First Owner,320000
2533,Renault,67000,Diesel,Second Owner,580000
2534,Honda,20000,Petrol,First Owner,1300000
2535,Honda,40000,Diesel,First Owner,825000
2536,Toyota,120000,Petrol,Second Owner,170000
2537,Toyota,80000,Diesel,Second Owner,1700000
2538,Hyundai,7000,Petrol,First Owner,490000
2539,Mahindra,15000,Diesel,First Owner,1050000
2540,Chevrolet,50000,Petrol,First Owner,210000
2541,Mahindra,30000,Diesel,First Owner,1250000
2542,Maruti,120000,Diesel,Second Owner,320000
2543,Chevrolet,64000,Diesel,First Owner,400000
2544,Maruti,120000,Diesel,First Owner,320000
2545,Toyota,85000,Diesel,First Owner,600000
2546,Maruti,50000,Petrol,First Owner,275000
2547,Maruti,59000,Petrol,Second Owner,170000
2548,Chevrolet,98000,Diesel,First Owner,155000
2549,Tata,70000,Diesel,First Owner,240000
2550,Tata,70000,Diesel,First Owner,240000
2551,Maruti,120000,Diesel,Second Owner,320000
2552,Renault,140000,Diesel,Second Owner,620000
2553,Hyundai,50000,Petrol,First Owner,530000
2554,Toyota,40000,Diesel,First Owner,550000
2555,Honda,90000,Diesel,First Owner,600000
2556,Mahindra,117000,Diesel,Third Owner,649000
2557,Honda,90000,Diesel,First Owner,625000
2558,Chevrolet,70000,Petrol,First Owner,125000
2559,Chevrolet,230000,Diesel,Second Owner,305000
2560,Maruti,155000,Petrol,Second Owner,285000
2561,Tata,60000,Diesel,Second Owner,600000
2562,Mahindra,110000,Petrol,First Owner,426000
2563,Tata,120000,Diesel,First Owner,180000
2564,Hyundai,100000,Diesel,Second Owner,400000
2565,Chevrolet,40000,Petrol,Second Owner,120000
2566,Tata,110000,Diesel,Second Owner,300000
2567,Maruti,92500,Petrol,Second Owner,190000
2568,Maruti,20000,Petrol,First Owner,310000
2569,Renault,15000,Petrol,First Owner,380000
2570,Mahindra,14000,Diesel,First Owner,740000
2571,Datsun,35000,Petrol,First Owner,260000
2572,Maruti,32000,Petrol,Second Owner,320000
2573,Maruti,90000,CNG,First Owner,211000
2574,Maruti,35000,Petrol,First Owner,650000
2575,Maruti,32500,Diesel,Second Owner,651000
2576,Maruti,14000,Petrol,First Owner,380000
2577,Chevrolet,70000,Diesel,Third Owner,160000
2578,Hyundai,20000,Petrol,First Owner,1270000
2579,Maruti,300000,LPG,First Owner,300000
2580,Maruti,100000,Diesel,First Owner,405000
2581,Mahindra,64800,Diesel,First Owner,850000
2582,Mahindra,90000,Diesel,First Owner,680000
2583,Hyundai,80000,Petrol,First Owner,426999
2584,Hyundai,248000,Diesel,First Owner,525000
2585,Toyota,60000,Diesel,Second Owner,1019999
2586,Toyota,120000,Diesel,First Owner,245000
2587,Hyundai,120000,Diesel,First Owner,869999
2588,Maruti,66444,LPG,First Owner,160000
2589,Maruti,86000,Diesel,First Owner,700000
2590,Nissan,90000,Diesel,First Owner,300000
2591,Honda,218463,Petrol,First Owner,175000
2592,Toyota,153000,Diesel,First Owner,960000
2593,Mahindra,70000,Diesel,Second Owner,525000
2594,Hyundai,60000,Diesel,First Owner,345000
2595,Honda,50000,Petrol,First Owner,390000
2596,Datsun,20000,Petrol,First Owner,275000
2597,Chevrolet,35000,Petrol,First Owner,310000
2598,Hyundai,20000,Petrol,First Owner,500000
2599,Chevrolet,70000,Diesel,First Owner,200000
2600,Volkswagen,53000,Diesel,First Owner,650000
2601,Honda,60000,Diesel,First Owner,1031000
2602,Hyundai,70000,Petrol,First Owner,330000
2603,Hyundai,4000,Petrol,First Owner,399000
2604,Hyundai,103000,Petrol,First Owner,250000
2605,Hyundai,20000,Diesel,First Owner,600000
2606,Maruti,77000,Diesel,First Owner,375000
2607,Volkswagen,90000,Diesel,First Owner,375000
2608,Hyundai,87185,Diesel,Second Owner,445000
2609,Maruti,167000,Petrol,Second Owner,55000
2610,Hyundai,77000,Diesel,First Owner,611000
2611,Hyundai,110000,Diesel,Second Owner,459999
2612,Ford,120000,Diesel,Second Owner,275000
2613,Hyundai,170000,CNG,First Owner,185000
2614,Hyundai,100000,Diesel,Second Owner,390000
2615,Chevrolet,40000,Petrol,Second Owner,72000
2616,Tata,50000,Diesel,First Owner,90000
2617,Toyota,125000,Diesel,First Owner,500000
2618,Maruti,137000,CNG,First Owner,200000
2619,Mahindra,18000,Diesel,First Owner,1575000
2620,Hyundai,30000,Petrol,First Owner,511000
2621,Fiat,55000,Petrol,First Owner,150000
2622,Toyota,40000,Petrol,First Owner,1500000
2623,Maruti,80000,Petrol,Second Owner,185000
2624,Maruti,30000,Petrol,First Owner,550000
2625,Maruti,3564,Petrol,First Owner,325000
2626,Maruti,80000,Diesel,First Owner,525000
2627,Force,13000,Diesel,First Owner,1050000
2628,Tata,120000,Diesel,First Owner,300000
2629,Chevrolet,90000,Petrol,First Owner,120000
2630,Jaguar,9000,Diesel,First Owner,2625000
2631,Lexus,20000,Petrol,First Owner,5150000
2632,Jaguar,45000,Diesel,First Owner,3200000
2633,Tata,110000,Diesel,First Owner,503000
2634,Volvo,20000,Diesel,First Owner,3800000
2635,Toyota,68089,Petrol,First Owner,2000000
2636,Maruti,58343,Petrol,First Owner,225000
2637,Maruti,38817,Diesel,First Owner,740000
2638,Honda,56494,Petrol,First Owner,550000
2639,Toyota,79328,Diesel,Second Owner,750000
2640,Maruti,5621,Petrol,First Owner,650000
2641,Toyota,25538,Petrol,First Owner,625000
2642,Maruti,69779,Petrol,First Owner,600000
2643,Hyundai,56290,Diesel,First Owner,450000
2644,BMW,7500,Diesel,First Owner,5400000
2645,BMW,8500,Diesel,First Owner,5500000
2646,Honda,7032,Petrol,First Owner,779000
2647,Skoda,11000,Petrol,First Owner,645000
2648,Volvo,2000,Diesel,First Owner,2475000
2649,Hyundai,50000,Petrol,Third Owner,170000
2650,Tata,42000,Diesel,First Owner,320000
2651,Maruti,17000,Petrol,First Owner,350000
2652,Maruti,40000,Petrol,First Owner,500000
2653,Tata,137000,Diesel,Second Owner,135000
2654,Renault,20000,Petrol,First Owner,340000
2655,Hyundai,70000,Petrol,Second Owner,330000
2656,Maruti,48756,Petrol,Second Owner,350000
2657,Toyota,30000,Diesel,Second Owner,1850000
2658,Hyundai,110000,Diesel,First Owner,400000
2659,Ford,80322,Diesel,First Owner,325000
2660,Mahindra,35000,Diesel,First Owner,1000000
2661,Mahindra,110000,Diesel,First Owner,850000
2662,Maruti,70000,Diesel,Second Owner,350000
2663,Jaguar,9000,Diesel,First Owner,2625000
2664,Lexus,20000,Petrol,First Owner,5150000
2665,Jaguar,45000,Diesel,First Owner,3200000
2666,Tata,110000,Diesel,First Owner,503000
2667,Volvo,20000,Diesel,First Owner,3800000
2668,Toyota,68089,Petrol,First Owner,2000000
2669,Maruti,58343,Petrol,First Owner,225000
2670,Maruti,38817,Diesel,First Owner,740000
2671,Honda,56494,Petrol,First Owner,550000
2672,Toyota,79328,Diesel,Second Owner,750000
2673,Maruti,5621,Petrol,First Owner,650000
2674,Toyota,25538,Petrol,First Owner,625000
2675,Maruti,69779,Petrol,First Owner,600000
2676,Hyundai,56290,Diesel,First Owner,450000
2677,BMW,7500,Diesel,First Owner,5400000
2678,BMW,8500,Diesel,First Owner,5500000
2679,Honda,7032,Petrol,First Owner,779000
2680,Skoda,11000,Petrol,First Owner,645000
2681,Volvo,2000,Diesel,First Owner,2475000
2682,Toyota,90000,Diesel,First Owner,500000
2683,Honda,120000,Diesel,Second Owner,550000
2684,Tata,60000,Diesel,First Owner,925000
2685,Mahindra,97000,Diesel,Second Owner,509999
2686,Mahindra,100000,Diesel,Second Owner,250000
2687,Hyundai,36000,Petrol,First Owner,500000
2688,Hyundai,27000,Diesel,First Owner,1050000
2689,Maruti,50000,Diesel,First Owner,490000
2690,Maruti,15000,Petrol,First Owner,415000
2691,Maruti,60000,Petrol,Second Owner,190000
2692,Maruti,120000,Diesel,First Owner,680000
2693,Maruti,60000,Petrol,Second Owner,190000
2694,Mahindra,173000,Diesel,First Owner,479000
2695,Maruti,60000,Petrol,Second Owner,270000
2696,Hyundai,70000,Petrol,Third Owner,170000
2697,Maruti,25000,Petrol,First Owner,764000
2698,Mahindra,30000,Diesel,First Owner,710000
2699,Maruti,35000,Petrol,First Owner,310000
2700,Mahindra,100000,Diesel,Second Owner,620000
2701,Hyundai,31000,Petrol,Second Owner,280000
2702,Toyota,80000,Diesel,Second Owner,1500000
2703,Hyundai,40000,Petrol,First Owner,450000
2704,Mercedes-Benz,10000,Diesel,Second Owner,2199000
2705,Mercedes-Benz,50000,Diesel,First Owner,3600000
2706,Ford,60000,Petrol,Second Owner,285000
2707,Toyota,210000,Diesel,Second Owner,465000
2708,BMW,60000,Diesel,Second Owner,1100000
2709,Volkswagen,110000,Diesel,Second Owner,350000
2710,Maruti,35000,Petrol,First Owner,600000
2711,Maruti,35000,Petrol,First Owner,570000
2712,Maruti,20000,Petrol,First Owner,325000
2713,Mahindra,54000,Diesel,First Owner,975000
2714,Hyundai,60000,Petrol,First Owner,480000
2715,Maruti,10300,Petrol,First Owner,185000
2716,Hyundai,50000,Diesel,First Owner,1050000
2717,Maruti,3000,Petrol,First Owner,760000
2718,Volkswagen,5000,Petrol,First Owner,570000
2719,Ford,145000,Petrol,First Owner,130000
2720,Maruti,13000,Petrol,First Owner,700000
2721,Ford,30000,Petrol,First Owner,775000
2722,BMW,60000,Diesel,Second Owner,750000
2723,Chevrolet,100000,Petrol,Second Owner,140000
2724,Maruti,40000,Petrol,First Owner,220000
2725,Hyundai,15000,Petrol,First Owner,184000
